signature_symbol signature_score signature_direction
TGFB1I1 -15.1565106324669 Dn
ADM -15.0327506617389 Dn
SENCR -15.0255508718641 Dn
LINC00704 -15.0184344536858 Dn
ROR1 -14.9489173367891 Dn
LCP1 -14.916658976127 Dn
MFAP2 -14.9127333555653 Dn
TMEM2 -14.8916987062748 Dn
KRTAP2-3 -14.8411819154947 Dn
SERPINB2 -14.7849106071407 Dn
PRKAR2B -14.732777439413 Dn
PPARD -14.6637707719763 Dn
TMEM156 -14.6237577881724 Dn
ANGPTL4 -14.5589140617256 Dn
PXYLP1 -14.5117892557593 Dn
RFTN1 -14.0919621992063 Dn
FRMD5 -14.0537028884547 Dn
MB21D2 -14.0066080097971 Dn
SRPX2 -13.9755333707355 Dn
SUSD3 -13.9553113997124 Dn
TLR4 -13.9192017453038 Dn
SHISA2 -13.9020211853853 Dn
ADGRE2 -13.9012105808629 Dn
PROSER2 -13.7811884759478 Dn
LINC01269 -13.6870646362579 Dn
FAM110C -13.5491545178791 Dn
PPP1R14C -13.4113763553395 Dn
C15orf48 -13.3235616671935 Dn
MYH15 -13.2347405979724 Dn
GATA3 -13.1995347603544 Dn
GALNT12 -13.0873555973326 Dn
SPOCD1 -13.0054384375026 Dn
TMEM51 -12.8944174239405 Dn
PDE1C -12.8623935036543 Dn
CALB2 -12.8333612400441 Dn
PTGS2 -12.7653593898917 Dn
RUSC2 -12.750850909464 Dn
LINC00518 -12.6981841329067 Dn
NBPF1 -12.6941960933163 Dn
NTN4 -12.6664834014416 Dn
NRIP3 -12.39745143035 Dn
IL37 -12.2721692390724 Dn
FER1L4 -12.2439245829662 Dn
LRRN4 -12.123535571477 Dn
ZNF814 -12.1039245848701 Dn
LINC00702 -12.0594847163195 Dn
DPYSL3 -11.9295503414123 Dn
ADRB2 -11.8863855598947 Dn
C10orf55 -11.7719223876611 Dn
DAGLA -11.6742282584452 Dn
FNDC4 -11.6685470594474 Dn
NFKBIE -11.661619788376 Dn
IL1RN -11.644950953536 Dn
GPRC5A -11.6219765843646 Dn
CD274 -11.6072554696963 Dn
ATP8A2 -11.5403486639877 Dn
ARHGDIB -11.3947138585913 Dn
LINC00052 -11.3587073120114 Dn
HIST1H2BB -11.1553033545826 Dn
BOK -11.104249000625 Dn
NFE2L3 -11.0375414945555 Dn
SERPINB9 -10.9925133950381 Dn
ARL14 -10.9259866328944 Dn
MMP9 -10.9194898796694 Dn
CXCL11 -10.9031885639453 Dn
MT1L -10.8457373606862 Dn
HAS2-AS1 -10.8449066406853 Dn
TMEM45B -10.7884272614296 Dn
NRCAM -10.6201959116974 Dn
SHC4 -10.5623777097539 Dn
EPGN -10.4647954453043 Dn
CORO1A -10.4591517540638 Dn
GRAMD3 -10.3422798276878 Dn
MANSC4 -10.2896714776001 Dn
ARID3B -10.2030175683365 Dn
BGN 50.7908781599875 Up
PTPRO 48.3296483105087 Up
PDE3A 42.7589247662611 Up
FDCSP 39.8584410941871 Up
IFI44L 35.8528367209877 Up
TNFAIP6 34.4766068164492 Up
EPB41L4A 32.3400439376188 Up
OAS2 31.9703010755751 Up
METTL7A 31.5614458801687 Up
SP8 30.664543999499 Up
ST8SIA4 30.4847536425576 Up
PLXDC2 29.6583491974526 Up
EGR1 29.5558153765118 Up
TP63 29.2085160848469 Up
IL13RA2 28.9189829816163 Up
APCDD1L 28.5191054674985 Up
KRT14 27.6756344061067 Up
FOXO1 27.536808855099 Up
CPM 27.4622449015958 Up
DPYD 27.0391125801343 Up
CHRNA9 26.8876982155661 Up
DDX60 25.918204955401 Up
PDE8B 25.8823002842763 Up
P3H2 25.6033888016622 Up
SMOC1 25.2412941317885 Up
IFI6 24.5206368467756 Up
C1S 24.3349334346771 Up
SDC2 24.2227778402863 Up
SPINK6 24.2042336986531 Up
DCBLD1 24.1524756839409 Up
XAF1 23.9850525332344 Up
PDE7B 23.831970442124 Up
AARD 23.6112564494423 Up
IFI44 23.6045324565909 Up
HTRA1 23.5325645347647 Up
NID1 23.4211800071417 Up
MAPK4 23.1710094829336 Up
TMEM45A 23.1388323978051 Up
LINC01139 23.0863718154463 Up
FGF2 23.0540772476133 Up
GPC6 22.770607981721 Up
ADGRL2 22.7213455016797 Up
SEMA3C 21.8643345536016 Up
CYP4F22 21.8581144303143 Up
CAMK2D 21.6967878530701 Up
APCDD1L-AS1 21.0550175254148 Up
CHRM3 20.7434625154591 Up
DNER 20.5736034629627 Up
TRPS1 20.3309407305378 Up
KCNJ15 19.981380258508 Up
PDCD4 19.8662608897987 Up
TENM3 19.7775189617682 Up
MAP2K6 19.6804683407509 Up
STEAP2 19.5974356971709 Up
MCAM 19.3723863250871 Up
UST 19.3285431061477 Up
SEL1L3 19.3076405920693 Up
SPINK13 19.1521521465542 Up
MGP 19.0107533133247 Up
MSI2 19.0077827542567 Up
PRLR 18.6986598766645 Up
KRT17P2 18.5361072117294 Up
ROS1 18.5313674400575 Up
HIST1H1D 18.2827409394789 Up
FGFBP1 18.2715522174409 Up
BCL6 18.1220425471264 Up
VCAN 17.9822373156921 Up
ZC3H6 17.962270145143 Up
C1R 17.9293471392791 Up
MFSD2A 17.6789300083991 Up
GAREM1 17.618999464759 Up
TLL1 17.5881797748434 Up
SBSPON 17.5396348958624 Up
ALX4 17.4927792492464 Up
ZMYM3 17.3222814694786 Up
NAV2-AS1 17.2247010564731 Up
ADAMTS4 17.2195695531697 Up
RGS7 16.9648881803078 Up
TMPRSS3 16.9581137687705 Up
BMP2 16.6499101045994 Up
LINC00659 16.6487258740899 Up
NR4A3 16.5684867845077 Up
HS3ST3A1 16.5414881338089 Up
IFIT1 16.4197016349897 Up
ELOVL3 16.3827907986501 Up
FBN1 16.3814884336745 Up
CHDH 16.2984114363823 Up
CA12 16.284726692882 Up
MAGI3 16.2551392026101 Up
CHI3L1 16.2411778343433 Up
LINC00639 16.184334547293 Up
KCNK2 16.1314162331115 Up
DLX5 16.087480011393 Up
SEMA3F 15.9394207701847 Up
GTF2IRD1 15.8007202629015 Up
LINC01220 15.6178663866193 Up
QRFPR 15.5254434650106 Up
STOM 15.5105666567346 Up
NR4A2 15.3864694428462 Up
ARID5B 15.2736586312812 Up
MCTP1 15.1863021609319 Up
IL17RB 15.1629898698155 Up
HIPK2 14.9483652647273 Up
ANGPT1 14.8390308229777 Up
MCTP2 14.8057992436552 Up
ZRANB3 14.6510206026933 Up
ADGRL1 14.6354360394104 Up
ACKR3 14.275243184439 Up
BMP5 14.2496674278901 Up
PID1 14.2241307628662 Up
CLGN 14.1598941074147 Up
NUPR1 14.1091587965587 Up
TIMP3 14.0973996935864 Up
LINC00473 14.0740198010863 Up
CYP4X1 13.9922909776077 Up
RORC 13.6893330820416 Up
HERC5 13.6833728634819 Up
CRISPLD1 13.6747434872939 Up
NOL4 13.6619623855477 Up
EIF1AX 13.4011989682063 Up
LOX 13.3207686580137 Up
TCP11L2 13.3150614444823 Up
PTPRN 13.2459800136442 Up
FZD1 13.1345172708497 Up
MX1 13.0840322569262 Up
KLF9 13.0264378037718 Up
MIR3689D2 13.0164705970192 Up
RNA5SP399 12.9649362789799 Up
CYFIP2 12.7654542682152 Up
CCDC69 12.7102062574108 Up
TPRG1-AS1 12.4234858449207 Up
SEMA6B 12.2148767172093 Up
IFIT2 12.181327575832 Up
MEFV 12.0401540746247 Up
CWH43 11.9821933297076 Up
MAP2 11.9786684617701 Up
RNA5SP99 11.9237275896328 Up
CD22 11.6333326449968 Up
NAV2 11.5318154072505 Up
GNAI1 11.5294800474989 Up
PLCB1 11.4394384197987 Up
IL15 11.4203514577307 Up
PPM1K 11.2789656164897 Up
SMAD6 11.2573848980431 Up
HMCN1 11.2242913014803 Up
RNU5D-1 11.2124655115916 Up
SNAI1 11.1814246123454 Up
KLHL24 11.1168805492617 Up
OAS1 11.0573898971047 Up
R3HDM2 11.015464971269 Up
OMD 10.8224036169414 Up
LTBP1 10.8074897943645 Up
C5 10.7663075376252 Up
ETV5 10.72608014112 Up
ARHGAP31 10.6542980294376 Up
GALNT13 10.6176618741844 Up
ENTPD2 10.5598423068094 Up
C19orf38 10.5260245021764 Up
PCSK1 10.2702049915412 Up
UNC5C 10.2677590039913 Up
